GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0262575	0	NA	NA	NA	NA	NA	chrX	6065728	6066416	-	protein_coding	CG43115
FBti0062279	0.483584135315149	-0.0142070701283882	0.0699616536073974	-0.203069387240527	0.839080798641242	NA	chrX	17143815	17143910	+	transposable_element	NA
FBgn0052817	1.54621438607475	-0.0202405130805237	0.127259197229154	-0.159049510929076	0.873629866186543	NA	chrX	479065	480166	+	protein_coding	CG32817
FBgn0265868	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chrX	14114140	14116889	+	ncRNA	lncRNA:CR44657
FBti0061169	0.222223145792538	-0.0110017655862474	0.0569664140142544	-0.193127227272801	0.846859329761573	NA	chrX	22586163	22586349	-	transposable_element	NA
FBgn0265613	0.550557188194801	0.00362740356446159	0.0781347770720083	0.0464249557033817	0.962971546178637	NA	chrX	21043549	21044024	-	ncRNA	asRNA:CR44431
FBti0019597	3.33461807973752	0.184863289107842	0.166457916833389	1.11057072336713	0.26675317036723	NA	chrX	7125300	7134401	+	transposable_element	NA
FBti0063305	0	NA	NA	NA	NA	NA	chrX	365684	365732	-	transposable_element	NA
FBti0019560	0	NA	NA	NA	NA	NA	chrX	3606328	3607076	+	transposable_element	NA
FBti0059650	0	NA	NA	NA	NA	NA	chrX	22438877	22441364	+	transposable_element	NA
FBgn0030104	0.22140387132279	0.0136299582715578	0.0574180395347468	0.237381115447342	0.812361138785353	NA	chrX	9215784	9216540	+	protein_coding	CG15368
FBgn0265139	1.0001959657638	0.132415834008806	0.098119409400045	1.3495376176688	0.177164346003596	NA	chrX	1452429	1454177	+	protein_coding	Gr2a
FBti0061333	0	NA	NA	NA	NA	NA	chrX	22655787	22656148	+	transposable_element	NA
FBgn0086368	0.289617146209547	-0.0105470176521166	0.0575703472226346	-0.183202258817885	0.854639322083302	NA	chrX	784745	788215	+	protein_coding	tw
FBti0062825	3.22678598375014	0.127563378668244	0.159254781544695	0.801001875302837	0.423130560200674	NA	chrX	19921572	19925613	+	transposable_element	NA
FBgn0040353	0.214698252657782	-0.0229562197664921	0.0573961129452125	-0.399961227137542	0.689185074775794	NA	chrX	2875427	2876533	-	protein_coding	CG14417
FBgn0029864	6.24398525818188	-0.014663821596042	0.197319412073909	-0.0743151494418068	0.940759622852718	NA	chrX	6309211	6329828	+	protein_coding	CG15894
FBgn0030778	2.05787928001114	0.142172437490007	0.138889332935524	1.02363827721749	0.30600615873636	NA	chrX	16696130	16711145	+	protein_coding	CG4678
FBti0063528	0	NA	NA	NA	NA	NA	chrX	20572842	20572899	-	transposable_element	NA
FBgn0029839	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chrX	6078707	6081372	-	protein_coding	CG4660
FBti0060076	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chrX	15903201	15903367	+	transposable_element	NA
FBgn0267447	0	NA	NA	NA	NA	NA	chrX	487897	488333	-	ncRNA	asRNA:CR45797
FBti0062437	0	NA	NA	NA	NA	NA	chrX	22940962	22941261	+	transposable_element	NA
FBgn0262967	8.31717796059454	-0.0330403597339109	0.208862444725354	-0.158191961112768	0.87430553809838	NA	chrX	7488952	7493276	-	ncRNA	lncRNA:CR43278
FBgn0031141	0	NA	NA	NA	NA	NA	chrX	20964526	20965419	-	protein_coding	CG1304
FBgn0266096	1.16934628730545	-0.0256678741219663	0.0961190311945571	-0.267042580464749	0.789436376649555	NA	chrX	4956645	5063868	-	ncRNA	lncRNA:CR44833
FBgn0263212	0	NA	NA	NA	NA	NA	chrX	19944197	19944417	-	pseudogene	CR43382
FBti0060713	0	NA	NA	NA	NA	NA	chrX	22382297	22382658	-	transposable_element	NA
FBgn0030161	0.585939911084101	0.00894377940841219	0.0683249778839135	0.130900582560129	0.895853953832549	NA	chrX	9887971	9899585	-	protein_coding	CG15249
FBgn0030770	4.38131127077292	0.0879099108432024	0.179102549958509	0.490835618273262	0.623542715778484	NA	chrX	16678264	16678945	-	protein_coding	CG13010
FBgn0265986	0	NA	NA	NA	NA	NA	chrX	11193157	11193491	+	ncRNA	lncRNA:CR44765
FBgn0030570	0	NA	NA	NA	NA	NA	chrX	14496134	14497240	+	protein_coding	CG12540
FBgn0030009	0.61107602900125	-0.00105572841017887	0.0804206306884627	-0.0131275818299487	0.98952600597458	NA	chrX	8147948	8148705	+	protein_coding	CG15336
FBgn0011983	0	NA	NA	NA	NA	NA	chrX	14117728	14117810	-	tRNA	tRNA:Ser-AGA-2-2
FBti0063606	0	NA	NA	NA	NA	NA	chrX	20894780	20895045	-	transposable_element	NA
FBti0060709	0	NA	NA	NA	NA	NA	chrX	22399669	22399775	-	transposable_element	NA
FBgn0266434	0	NA	NA	NA	NA	NA	chrX	14875369	14882586	-	protein_coding	CG45064
FBgn0286869	0.599279421536482	-0.0459545404876957	0.0758152208974827	-0.606138713884847	0.544422645192531	NA	chrX	14857060	14857617	+	ncRNA	lncRNA:CR46391
FBti0019058	5.58374047917574	-0.0853265887494143	0.195189114811878	-0.437148295035056	0.66200380452844	NA	chrX	14778096	14782817	-	transposable_element	NA
FBti0060486	0	NA	NA	NA	NA	NA	chrX	22395465	22396675	+	transposable_element	NA
FBti0060181	0.798987917757943	-0.022829867508708	0.0819021718398787	-0.27874556920592	0.780440088766719	NA	chrX	21687353	21687593	-	transposable_element	NA
FBgn0053666	0	NA	NA	NA	NA	NA	chrX	6476242	6476967	-	protein_coding	CG33666
FBgn0031111	1.85294081503066	-0.132008279239082	0.134479670893212	-0.981622563189551	0.326285827463138	NA	chrX	20417920	20418964	-	protein_coding	Obp19c
FBgn0265454	0	NA	NA	NA	NA	NA	chrX	15547732	15548203	+	ncRNA	lncRNA:CR44354
FBti0061777	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chrX	22680328	22680539	-	transposable_element	NA
FBti0064105	0	NA	NA	NA	NA	NA	chrX	21180876	21181335	-	transposable_element	NA
FBti0062787	6.56160316402282	0.166388776365314	0.201812332904769	0.824472786030524	0.409670972609199	NA	chrX	314382	314511	-	transposable_element	NA
FBgn0083010	0.524432254862352	0.0494829847556487	0.0598321405675203	0.827030159481047	0.408219967421446	NA	chrX	17146247	17146390	-	snoRNA	snoRNA:Psi28S-1135c
FBti0019615	1.54769189132917	0.0258168196374575	0.10847499460406	0.237997888192485	0.811882732128903	NA	chrX	10267357	10276449	-	transposable_element	NA
FBti0060501	0	NA	NA	NA	NA	NA	chrX	21709386	21716795	-	transposable_element	NA
FBgn0267965	0.752691864974711	0.103670125028456	0.0818045131261696	1.2672910218115	0.205051249625556	NA	chrX	7134516	7135480	+	ncRNA	lncRNA:CR46245
FBti0019603	0.322422994340852	0.018708445353711	0.0596675914115742	0.313544503994877	0.75386701464921	NA	chrX	8293302	8296283	+	transposable_element	NA
FBti0061674	2.65519360863779	-0.0777920673087398	0.140976670866805	-0.551808088745676	0.581079844829012	NA	chrX	22838037	22838552	+	transposable_element	NA
FBti0019606	0.193966989105602	0.00107653651573765	0.0572682582579201	0.018798136148811	0.985002140698925	NA	chrX	8922384	8922744	+	transposable_element	NA
FBgn0263211	0	NA	NA	NA	NA	NA	chrX	19939044	19939396	-	pseudogene	CR43381
FBgn0030425	6.27840751105905	0.0834517573318936	0.199969356656465	0.417322727477984	0.676442366816474	NA	chrX	12801660	12804232	+	protein_coding	Nep6
FBgn0266263	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chrX	5680626	5682127	-	ncRNA	asRNA:CR44958
FBgn0030509	0.64216840153145	-0.0230943353933993	0.075820402423918	-0.304592624875255	0.760676437772206	NA	chrX	13676893	13677882	+	protein_coding	CG11162
FBti0060556	0.501713820243182	0.054202431863259	0.0643895512635734	0.841789246851337	0.39990593201121	NA	chrX	22435711	22436087	-	transposable_element	NA
FBti0061668	0.175938016569826	0.0141250005824549	0.0569664140142544	0.247953128643844	0.80417067238689	NA	chrX	22783772	22784042	+	transposable_element	NA
FBgn0052493	0.217086950441138	-0.0110017655862474	0.0569664140142544	-0.193127227272801	0.846859329761573	NA	chrX	3427451	3427523	-	tRNA	tRNA:Gln-TTG-2-1
FBti0062917	0	NA	NA	NA	NA	NA	chrX	19945177	19946655	-	transposable_element	NA
FBgn0027546	0.436102123980572	-0.00776258598979182	0.0608769219336988	-0.127512787164996	0.89853455310148	NA	chrX	5997507	6000797	-	protein_coding	CG4766
FBgn0263830	1.40821654633123	-0.0931423355781728	0.113150166684443	-0.823174532636183	0.410408749166759	NA	chrX	22958855	22960091	-	protein_coding	CG40486
FBtr0309576_df_nrg	0	NA	NA	NA	NA	NA	chrX	19558429	19558451	+	miRNA	NA
FBti0063545	0	NA	NA	NA	NA	NA	chrX	20673199	20673394	+	transposable_element	NA
FBgn0267071	0.143132168438522	-0.0181871659611848	0.0571925175763806	-0.317999044838266	0.750485661442452	NA	chrX	4775032	4775232	-	ncRNA	lncRNA:CR45515
FBgn0052588	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chrX	15205806	15206636	-	protein_coding	CG32588
FBgn0069938	0.371241658426319	0.0266338985185151	0.0577577038011406	0.461131533383243	0.644704239322146	NA	chrX	22945320	22946339	+	protein_coding	CG41106
FBti0061168	0	NA	NA	NA	NA	NA	chrX	22576079	22576274	+	transposable_element	NA
FBti0063604	0	NA	NA	NA	NA	NA	chrX	20890716	20890782	+	transposable_element	NA
FBtr0309746_df_nrg	0	NA	NA	NA	NA	NA	chrX	9091236	9091260	+	miRNA	NA
FBgn0082924	0	NA	NA	NA	NA	NA	chrX	7901061	7901203	-	snoRNA	snoRNA:Or-aca2
FBgn0029816	0.119048095553837	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chrX	5845279	5846106	+	protein_coding	CG12729
FBti0063327	0	NA	NA	NA	NA	NA	chrX	9678735	9679157	-	transposable_element	NA
FBgn0083011	0.771961059517591	0.0259757570066931	0.0889327370649914	0.292083184032785	0.770223023560301	NA	chrX	17146400	17146545	-	snoRNA	snoRNA:Psi28S-1135b
FBti0062761	0	NA	NA	NA	NA	NA	chrX	9160250	9160366	+	transposable_element	NA
FBgn0030595	2.2562686776463	0.0591823450173702	0.135333869013207	0.437306237151874	0.661889272624403	NA	chrX	14909872	14910845	-	protein_coding	CG14406
FBgn0025387	8.25486910316512	-0.0112156775994824	0.215622928531523	-0.052015236393762	0.958516552961905	NA	chrX	4627379	4630936	-	protein_coding	CG12184
FBgn0030005	5.02569961393407	0.135419465435173	0.190397338679036	0.711246629678253	0.476931417693666	NA	chrX	8135823	8137046	+	protein_coding	CG2120
FBgn0000233	0.817330483526768	-0.0501985885515632	0.0861510574169347	-0.582681049503818	0.56010803271191	NA	chrX	9694185	9697558	+	protein_coding	btd
FBgn0266280	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chrX	761975	762500	+	ncRNA	lncRNA:CR44965
FBgn0267059	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chrX	19083738	19084017	+	ncRNA	lncRNA:CR45503
FBti0063589	0	NA	NA	NA	NA	NA	chrX	20525899	20526076	-	transposable_element	NA
FBgn0030983	0.862476103134633	0.0769614714124209	0.0912870535259805	0.843071042823367	0.399188712583493	NA	chrX	19123754	19124388	-	protein_coding	CG15882
FBgn0259699	0	NA	NA	NA	NA	NA	chrX	16093058	16104946	-	protein_coding	CG42353
FBti0062861	0.119048095553837	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chrX	116486	122492	+	transposable_element	NA
FBtr0309741_df_nrg	0	NA	NA	NA	NA	NA	chrX	9236460	9236482	-	miRNA	NA
FBgn0053221	3.35787781171208	0.14776300504022	0.169572318426017	0.87138635840901	0.383543231737797	NA	chrX	3797496	3799028	-	pseudogene	CR33221
FBgn0002873	4.56501398618768	-0.150842790415111	0.165779487462445	-0.909900209754735	0.362875139161877	NA	chrX	14247731	14258595	+	protein_coding	mud
FBgn0267176	0	NA	NA	NA	NA	NA	chrX	10891431	10891973	+	ncRNA	lncRNA:CR45616
FBgn0052821	0	NA	NA	NA	NA	NA	chrX	19910167	19910521	-	pseudogene	CR32821
FBti0019630	2.19794247335166	-0.0505236414887096	0.142026256789689	-0.355734514382959	0.722039394856849	NA	chrX	11743621	11750710	+	transposable_element	NA
FBti0061943	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chrX	22986643	22986985	+	transposable_element	NA
FBti0063008	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chrX	18414843	18415224	+	transposable_element	NA
FBgn0003086	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chrX	3248599	3249289	-	protein_coding	Pig1
FBgn0261675	0.728107967973475	-0.0182103033932197	0.0798827352107437	-0.227962942745738	0.819675049440185	NA	chrX	20934868	20939503	+	protein_coding	Npc1b
FBti0019690	0	NA	NA	NA	NA	NA	chrX	21536592	21544007	-	transposable_element	NA
FBti0019732	1.69361935070778	0.0738315595109312	0.131299423943113	0.562314420685652	0.573901814831105	NA	chrX	22560646	22562376	+	transposable_element	NA
FBti0060042	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chrX	21505921	21506555	+	transposable_element	NA
FBgn0029966	0.296322764874554	0.0212114839053731	0.0575835039316974	0.368360423681982	0.712604503280374	NA	chrX	7874393	7876847	+	protein_coding	Ir7c
FBgn0265916	0.423442117358913	0.0241150149687429	0.0599790560918659	0.402057260317794	0.687641886039638	NA	chrX	18622465	18622706	-	ncRNA	lncRNA:CR44705
FBti0059938	0.213458030650678	0.0141250005824549	0.0569664140142544	0.247953128643844	0.80417067238689	NA	chrX	3428707	3428848	-	transposable_element	NA
FBgn0267084	3.01192616518643	-0.0397712030595257	0.153152559042708	-0.259683568515726	0.795107868355319	NA	chrX	5755491	5756710	-	ncRNA	asRNA:CR45528
FBgn0053491	0	NA	NA	NA	NA	NA	chrX	20178754	20179729	-	pseudogene	CR33491
FBti0059953	0	NA	NA	NA	NA	NA	chrX	3636516	3636563	-	transposable_element	NA
FBgn0040345	3.6527427892258	0.163001758041121	0.175122675061929	0.930786135967135	0.351964202669565	NA	chrX	928797	930098	-	protein_coding	CG3708
FBgn0029589	2.98450392853458	0.175331282644818	0.159477204182704	1.09941281917603	0.271588041759974	NA	chrX	1819494	1820341	-	protein_coding	CG14810
FBgn0052600	2.70376102665182	0.133615632910103	0.138729065912828	0.963140867639535	0.33547683518265	NA	chrX	14322225	14462351	+	protein_coding	dpr8
FBgn0250862	3.47963247993079	0.154636001969592	0.163050689364526	0.948392199826148	0.342929828883377	NA	chrX	13115130	13123066	+	protein_coding	CG42237
FBgn0030881	5.72705683412515	0.0936723521665608	0.198839396552228	0.471095536351402	0.63757251253683	NA	chrX	17883717	17885238	+	protein_coding	CG12985
FBgn0047095	6.69305215302581	-0.201503857304814	0.203921319546695	-0.988145122602897	0.323081579720495	NA	chrX	19171076	19174900	-	protein_coding	CG33939
FBgn0267514	0.222223145792538	-0.0110017655862474	0.0569664140142544	-0.193127227272801	0.846859329761573	NA	chrX	23205257	23205380	+	pseudogene	5.8SrRNA-Psi:CR45854
FBgn0262409	0.368708123563563	-0.0091552095109172	0.062646099384855	-0.146141732698693	0.883809502127164	NA	chrX	15508958	15509046	+	pre_miRNA	mir-304
FBti0019087	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chrX	19380209	19380395	-	transposable_element	NA
FBgn0004045	0.703651353887047	-0.0183152131210756	0.0855929218897978	-0.213980463766113	0.830562292000549	NA	chrX	10053810	10055498	+	protein_coding	Yp1
FBgn0030832	0.364536039761311	-0.00144390234717825	0.0577505227250618	-0.0250024117366412	0.980053039923397	NA	chrX	17230274	17231044	-	protein_coding	CG10597
FBtr0472796_df_nrg	0	NA	NA	NA	NA	NA	chrX	4368324	4368346	-	miRNA	NA
FBti0063326	0	NA	NA	NA	NA	NA	chrX	684402	684718	+	transposable_element	NA
FBti0019675	0	NA	NA	NA	NA	NA	chrX	21172861	21173923	+	transposable_element	NA
FBti0060518	1.85450438122412	0.100862161809673	0.13502138131662	0.7470088131683	0.455058240970264	NA	chrX	22757643	22757903	-	transposable_element	NA
FBti0059708	0.555150219534409	-0.0223496494955369	0.0734949507670628	-0.304097754502519	0.761053417531023	NA	chrX	22551338	22556221	-	transposable_element	NA
FBtr0309616_df_nrg	0	NA	NA	NA	NA	NA	chrX	14199598	14199620	+	miRNA	NA
FBti0062994	0	NA	NA	NA	NA	NA	chrX	20349792	20349943	+	transposable_element	NA
FBgn0267021	2.8634003771642	-0.119823071303926	0.158735020701018	-0.75486222747037	0.450331651836568	NA	chrX	20238382	20239117	-	ncRNA	lncRNA:CR45465
FBgn0030620	0	NA	NA	NA	NA	NA	chrX	15210385	15211467	+	protein_coding	CG5662
FBti0061357	0	NA	NA	NA	NA	NA	chrX	22776090	22776298	-	transposable_element	NA
FBgn0264268	0.218051061990286	-0.00449999630357834	0.0574090942994831	-0.0783847290832257	0.937522020579798	NA	chrX	16888841	16889635	-	ncRNA	lncRNA:CR43768
FBgn0267068	0	NA	NA	NA	NA	NA	chrX	18730420	18731243	-	ncRNA	lncRNA:CR45512
FBgn0267161	0	NA	NA	NA	NA	NA	chrX	10054234	10055109	-	ncRNA	asRNA:CR45601
FBti0061165	0.444446291585076	-0.0216657983035196	0.0573192276911931	-0.377984825968765	0.70544186635029	NA	chrX	22521823	22522053	-	transposable_element	NA
FBgn0025645	0.465555162779373	0.00661788248312922	0.0679101641615483	0.0974505446251941	0.922368606894416	NA	chrX	2937026	2938073	+	protein_coding	CG3598
FBgn0030298	0	NA	NA	NA	NA	NA	chrX	11413466	11417422	-	protein_coding	Or10a
FBgn0015380	4.50187938190806	0.277654616317508	0.182082612424302	1.52488264870946	0.12728837042262	NA	chr2L	19190341	19208621	+	protein_coding	drl
FBgn0266023	0	NA	NA	NA	NA	NA	chr2L	2259395	2259730	-	ncRNA	lncRNA:CR44788
FBgn0266027	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2L	3397322	3398444	-	ncRNA	asRNA:TS15
FBgn0263049	0.296322764874554	0.0212114839053731	0.0575835039316974	0.368360423681982	0.712604503280374	NA	chr2L	18455716	18473132	+	ncRNA	lncRNA:let7C
FBtr0304384_df_nrg	0	NA	NA	NA	NA	NA	chr2L	20618374	20618397	-	miRNA	NA
FBti0019854	0	NA	NA	NA	NA	NA	chr2L	22176728	22176957	+	transposable_element	NA
FBgn0032878	0.440274207782824	-0.0195765037630522	0.0667093199380959	-0.293459801137511	0.769170721589121	NA	chr2L	20724208	20726551	-	protein_coding	CG9316
FBgn0266224	0.368708123563563	-0.0091552095109172	0.062646099384855	-0.146141732698693	0.883809502127164	NA	chr2L	21866853	21868020	-	ncRNA	lncRNA:CR44919
FBgn0053878	0	NA	NA	NA	NA	NA	chr2L	21512886	21513481	-	protein_coding	His2B:CG33878
FBti0063456	0.193966989105602	0.00107653651573765	0.0572682582579201	0.018798136148811	0.985002140698925	NA	chr2L	21204942	21205350	+	transposable_element	NA
FBgn0267986	8.02614627617669	0.203043038854627	0.209030455583784	0.971356247048137	0.331370908281107	NA	chr2L	23239252	23240411	+	ncRNA	lncRNA:CR46253
FBgn0262960	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chr2L	17914364	17915023	-	protein_coding	CG43271
FBgn0003448	0.676900606104652	-0.0260025876513589	0.0705995454658868	-0.368310978204855	0.712641367581858	NA	chr2L	15476592	15478260	-	protein_coding	sna
FBti0064057	0	NA	NA	NA	NA	NA	chr2L	22045539	22045826	+	transposable_element	NA
FBti0060272	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2L	20174387	20174530	-	transposable_element	NA
FBti0064281	0	NA	NA	NA	NA	NA	chr2L	10683187	10683243	+	transposable_element	NA
FBtr0304352_df_nrg	0	NA	NA	NA	NA	NA	chr2L	5640999	5641021	+	miRNA	NA
FBgn0032294	0.289617146209547	-0.0105470176521166	0.0575703472226346	-0.183202258817885	0.854639322083302	NA	chr2L	10736318	10737043	-	protein_coding	Vha16-5
FBti0019256	0	NA	NA	NA	NA	NA	chr2L	22300299	22304444	+	transposable_element	NA
FBgn0262413	0	NA	NA	NA	NA	NA	chr2L	16698743	16698834	+	pre_miRNA	mir-9b
FBgn0028858	0.467943860562729	0.0183206668309532	0.0680875697572749	0.269075058726056	0.787871923106802	NA	chr2L	15979485	15981455	+	protein_coding	CG10839
FBgn0031733	1.7170111408528	-0.077433566150358	0.128075384322892	-0.604593666142275	0.545449016196349	NA	chr2L	5726414	5728811	-	protein_coding	CG14006
FBti0060243	0	NA	NA	NA	NA	NA	chr2L	12322000	12322055	-	transposable_element	NA
FBgn0032416	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chr2L	12138007	12140392	+	protein_coding	Gr33a
FBgn0053848	0	NA	NA	NA	NA	NA	chr2L	21510017	21510546	+	protein_coding	His3:CG33848
FBti0063319	0	NA	NA	NA	NA	NA	chr2L	20633935	20633976	+	transposable_element	NA
FBti0019146	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chr2L	10592896	10600501	-	transposable_element	NA
FBti0059712	1.15003375286733	0.156479240493545	0.104490534667873	1.49754464354997	0.134251598312661	NA	chr2L	22324497	22325131	-	transposable_element	NA
FBgn0020906	0.363571928212163	-0.00906559179822657	0.0623350266084375	-0.145433350901939	0.884368734361273	NA	chr2L	4954278	4955144	-	protein_coding	Jon25Bi
FBgn0012017	0.222223145792538	-0.0110017655862474	0.0569664140142544	-0.193127227272801	0.846859329761573	NA	chr2L	2459923	2460044	-	tRNA	tRNA:Tyr-GTA-1-2
FBgn0000056	0	NA	NA	NA	NA	NA	chr2L	14615551	14618902	+	protein_coding	Adhr
FBgn0265805	0	NA	NA	NA	NA	NA	chr2L	12092008	12092358	-	ncRNA	lncRNA:CR44594
FBti0019800	0	NA	NA	NA	NA	NA	chr2L	20168665	20170251	+	transposable_element	NA
FBgn0266215	0	NA	NA	NA	NA	NA	chr2L	21163870	21164271	-	ncRNA	asRNA:CR44910
FBgn0031462	0.584975799534953	-0.000709356632321303	0.0740540082494476	-0.00957890935399292	0.992357252994649	NA	chr2L	2812436	2814429	+	protein_coding	CG2964
FBti0019805	0.193966989105602	0.00107653651573765	0.0572682582579201	0.018798136148811	0.985002140698925	NA	chr2L	20172567	20174151	-	transposable_element	NA
FBgn0031306	2.15414060599969	-0.0127317758657312	0.135356789269372	-0.0940608589672876	0.925060812503263	NA	chr2L	1134692	1141156	+	protein_coding	CG4577
FBgn0086037	0.784898258461703	-0.0433544636677062	0.0869811810807272	-0.498434984775258	0.618177483459321	NA	chr2L	16417749	16417884	-	snoRNA	snoRNA:Me28S-A2958
RR48345_transposable_element	6.78271157145906	-0.157650194508436	0.167573319687233	-0.940783382478082	0.346815878395429	NA	chr2L	23267988	23272224	+	transposable_element	NA
FBti0059639	1.02539484439718	0.0165346026531081	0.0857752527267573	0.192766586252799	0.847141772955488	NA	chr2L	22088482	22090440	-	transposable_element	NA
FBgn0053552	3.07868695018885	0.0313068856706873	0.163774759561355	0.191158184292487	0.84840166354024	NA	chr2L	16682502	16683290	+	protein_coding	CG33552
FBti0062233	0	NA	NA	NA	NA	NA	chr2L	21385795	21385871	+	transposable_element	NA
FBgn0028645	3.21492424112323	-0.0409186752383206	0.158272395680223	-0.258533239877114	0.795995398926003	NA	chr2L	15905133	15962435	-	protein_coding	beat-Ib
FBgn0267292	0	NA	NA	NA	NA	NA	chr2L	15549868	15550276	+	ncRNA	lncRNA:CR45728
FBgn0265810	4.59693009567567	-0.045952337510249	0.171524013762652	-0.267906146213648	0.788771562592571	NA	chr2L	13384821	13385403	-	ncRNA	asRNA:CR44599
FBgn0032067	0.51437382686484	0.0148877008862777	0.0651199482760086	0.228619666944094	0.819164537354608	NA	chr2L	8769158	8772344	-	protein_coding	LManIV
FBti0019221	2.11948922409682	-0.032281391758453	0.143711164374314	-0.224626888933779	0.822269545050657	NA	chr2L	21268697	21270814	-	transposable_element	NA
FBgn0032626	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chr2L	17087640	17089186	+	protein_coding	CG12620
FBti0060282	0	NA	NA	NA	NA	NA	chr2L	21208595	21208773	+	transposable_element	NA
FBgn0266824	0.218051061990286	-0.00449999630357834	0.0574090942994831	-0.0783847290832257	0.937522020579798	NA	chr2L	2471643	2472978	-	ncRNA	lncRNA:CR45286
FBgn0266304	0	NA	NA	NA	NA	NA	chr2L	122836	124031	+	ncRNA	asRNA:CR44969
FBgn0031410	0.517726636197344	0.0299625579062515	0.0655100108667992	0.457373728225661	0.647402444345867	NA	chr2L	2288502	2289416	-	protein_coding	CG17237
FBgn0051643	0.415370860428391	0.0114450796202086	0.0659775711303048	0.173469247566037	0.862282598295228	NA	chr2L	6038116	6041283	+	protein_coding	CG31643
FBgn0065107	0	NA	NA	NA	NA	NA	chr2L	5196034	5196097	+	ncRNA	snmRNA:128
FBti0019118	0.767644138635939	-0.0161112427564273	0.0923188745759571	-0.174517321949928	0.861458918702297	NA	chr2L	4066104	4068854	-	transposable_element	NA
FBgn0266896	0	NA	NA	NA	NA	NA	chr2L	16998326	16998551	+	ncRNA	lncRNA:CR45356
FBgn0265688	0	NA	NA	NA	NA	NA	chr2L	11561200	11561966	+	ncRNA	lncRNA:CR44495
FBgn0266222	2.82140746495698	0.0476681966069276	0.151764594931615	0.314092997964426	0.753450407446881	NA	chr2L	21855093	21869759	+	ncRNA	lncRNA:CR44917
FBti0064137	0	NA	NA	NA	NA	NA	chr2L	22073048	22073104	-	transposable_element	NA
FBti0060565	0	NA	NA	NA	NA	NA	chr2L	22412694	22413121	+	transposable_element	NA
FBgn0031454	0	NA	NA	NA	NA	NA	chr2L	2758426	2759677	-	protein_coding	HemK2
FBgn0053730	0	NA	NA	NA	NA	NA	chr2L	21458133	21458169	+	ncRNA	snmRNA:430d
FBgn0262200	0	NA	NA	NA	NA	NA	chr2L	5641297	5641389	+	pre_miRNA	mir-962
FBgn0264868	0.292005843992902	0.00109553978173884	0.0572602143861454	0.0191326524618097	0.984735283295467	NA	chr2L	4246208	4249676	-	ncRNA	lncRNA:CR44059
FBgn0264952	3.44425133251317	-0.0448985723931366	0.16902986500267	-0.26562508579432	0.790527963770019	NA	chr2L	8205777	8206044	-	ncRNA	lncRNA:CR44121
FBgn0085211	0	NA	NA	NA	NA	NA	chr2L	9436803	9437227	+	protein_coding	RpS28-like
FBgn0266324	0.214698252657782	-0.0229562197664921	0.0573961129452125	-0.399961227137542	0.689185074775794	NA	chr2L	7220566	7221093	+	ncRNA	asRNA:CR44989
FBgn0051663	8.06630414016099	0.433714713446037	0.206095997432651	2.10443055104827	0.0353409067628846	NA	chr2L	1858608	1881480	-	protein_coding	CG31663
FBti0061378	0	NA	NA	NA	NA	NA	chr2L	16665657	16665715	-	transposable_element	NA
FBgn0032124	3.82547275307472	0.0159653917583594	0.164886622471102	0.0968264830650985	0.922864192300992	NA	chr2L	9540522	9542480	+	protein_coding	CG17855
FBgn0011859	1.05657328375429	-0.105566131503668	0.0924156909572731	-1.14229662095449	0.253330745333967	NA	chr2L	1938088	1938159	-	tRNA	tRNA:Gly-GCC-1-1
